0.07436104,0.08156714,0.0878626,0.10761783,0.13231121,0.13768163,0.17660959,0.17711693,0.18367882,0.18476248,0.23578125,0.24209261,0.25152996,0.25359356,0.3098852,0.32683086,0.34075484,0.36179528,0.37351358,0.40658697,0.40733734,0.4120329,0.44400626,0.51171166,0.61542386,21
0.08333434,0.086089,0.08905119,0.1117476,0.11368352,0.11650521,0.12302724,0.1645325,0.17973286,0.18971245,0.22422504,0.24242485,0.2502012,0.286081,0.28866065,0.3102646,0.35047007,0.36248127,0.36911577,0.378779,0.41783786,0.45446828,0.45597383,0.45613974,0.5137665,23
0.05981315,0.07173651,0.08174501,0.08741307,0.11151025,0.11396631,0.13881998,0.15233786,0.17349893,0.17973553,0.18117337,0.20019454,0.22460036,0.24892594,0.26030284,0.2867581,0.28830403,0.31366572,0.31796196,0.3389649,0.34066173,0.35394132,0.38081342,0.43096605,0.43866226,13
0.055543654,0.0758976,0.09183338,0.0951008,0.10004013,0.105160944,0.12176231,0.13078797,0.13853884,0.15270613,0.180114,0.2014941,0.2044365,0.21012065,0.22466002,0.22693253,0.24472302,0.29384416,0.2962113,0.30798373,0.32654297,0.3981298,0.41611543,0.42977488,0.556611,22
0.056252047,0.062373832,0.07785033,0.08667803,0.12075763,0.15421095,0.1547219,0.17572123,0.18498982,0.18536095,0.22853506,0.23586306,0.26375875,0.28532395,0.31246465,0.34233218,0.34679002,0.3474196,0.34949625,0.36750403,0.37616006,0.38171113,0.48440373,0.56330717,0.60106903,22
0.013558873,0.035059046,0.05117569,0.052606344,0.09600254,0.09934793,0.14362942,0.23367736,0.25819513,0.26636198,0.2673016,0.26897728,0.2734054,0.28396302,0.3204465,0.33741337,0.3442361,0.3659078,0.3730622,0.38189417,0.3862655,0.40855056,0.41608065,0.42527306,0.4539649,24
0.058955748,0.08188847,0.08643265,0.10743082,0.12458357,0.14572267,0.1476081,0.17082782,0.19106676,0.19905537,0.20151316,0.23218365,0.25468022,0.26000628,0.27641088,0.27962956,0.28929177,0.29728776,0.29798558,0.33259875,0.34083652,0.38259575,0.3887062,0.4187018,0.43477285,19
0.045499567,0.08042322,0.09106079,0.09337791,0.11769849,0.1357506,0.14604267,0.17851433,0.2056906,0.21414039,0.22075231,0.23037715,0.24292725,0.2565073,0.26472005,0.28610572,0.29871207,0.32087553,0.35973576,0.36954027,0.37536094,0.38142323,0.43382126,0.5069475,0.81030864,25
0.0884245,0.12227367,0.13132134,0.13188061,0.15489405,0.17920998,0.18160161,0.18882787,0.20798653,0.21608727,0.22649063,0.22993979,0.24581572,0.25019735,0.2690473,0.27014774,0.27863488,0.2953009,0.29961073,0.32073188,0.35214633,0.3676755,0.40218025,0.4416781,0.4416781,24
0.058387283,0.098428234,0.16342199,0.17458512,0.21240804,0.23508686,0.23929848,0.2512214,0.25124535,0.2611307,0.28450122,0.29792124,0.3043217,0.3097162,0.33045965,0.33143872,0.36009818,0.3677288,0.39604545,0.39678505,0.3987769,0.44917515,0.5566707,0.5894888,0.68294084,25
